XREF ID,DISPATCH UNIT,DISPATCH CREATED DATE,INCIDENT NUMBER,1ST UNIT ON SCENE,ALARM DATE TIME,CALL COMPLETE,SHIFT,DISPATCH CREATED DATE_dt,ALARM DATE TIME_dt,CaseID
2025108668,E171,3/25/25 18:53,25-1382,E-171,3/25/25 18:45,9/5/25 19:03,C,2025-03-25 18:53:00,2025-03-25 18:45:00,13
2025108680,LDR175,3/25/25 18:58,25-1383,L-175,3/25/25 18:51,9/5/25 18:59,C,2025-03-25 18:58:00,2025-03-25 18:51:00,14
2025108712,E172,3/25/25 19:23,25-1384,E-172,3/25/25 19:17,9/5/25 19:34,C,2025-03-25 19:23:00,2025-03-25 19:17:00,15
2025108754,LDR175,3/25/25 19:53,25-1385,L-175,3/25/25 19:45,9/5/25 19:56,C,2025-03-25 19:53:00,2025-03-25 19:45:00,16
2025108846,LDR175,3/25/25 21:13,25-1386,L-175,3/25/25 21:09,9/4/25 21:35,C,2025-03-25 21:13:00,2025-03-25 21:09:00,17
2025109065,"BAT111, E172, LDR175",3/26/25 5:23,25-1387,E-171,3/26/25 4:33,9/5/25 5:02,C,2025-03-26 05:23:00,2025-03-26 04:33:00,18
2025109120,LDR175,3/26/25 6:47,25-1388,L-175,3/26/25 6:46,9/5/25 7:06,C,2025-03-26 06:47:00,2025-03-26 06:46:00,19
2025109319,LDR175,3/26/25 9:53,25-1390,nan,3/26/25 9:50,9/5/25 9:51,A,2025-03-26 09:53:00,2025-03-26 09:50:00,20
2025109314,LDR175,3/26/25 9:53,25-1389,L-175,3/26/25 9:50,9/5/25 10:13,A,2025-03-26 09:53:00,2025-03-26 09:50:00,21
2025109337,LDR175,3/26/25 10:03,25-1391,nan,3/26/25 10:00,9/5/25 10:00,A,2025-03-26 10:03:00,2025-03-26 10:00:00,22
2025109582,"BAT111, E171, LDR175",3/26/25 12:57,25-1392,nan,3/26/25 12:56,9/5/25 13:01,A,2025-03-26 12:57:00,2025-03-26 12:56:00,23
2025109597,E171,3/26/25 13:12,25-1393,E-171,3/26/25 13:09,9/5/25 13:19,A,2025-03-26 13:12:00,2025-03-26 13:09:00,24
2025109656,LDR175,3/26/25 14:02,25-1394,nan,3/26/25 13:57,9/5/25 14:07,A,2025-03-26 14:02:00,2025-03-26 13:57:00,25
2025109768,E171,3/26/25 15:08,25-1396,E-171,3/26/25 15:04,9/5/25 15:18,A,2025-03-26 15:08:00,2025-03-26 15:04:00,26
2025109780,LDR175,3/26/25 15:12,25-1397,L-175,3/26/25 15:10,9/5/25 15:25,A,2025-03-26 15:12:00,2025-03-26 15:10:00,27
2025109800,"BAT111, LDR175",3/26/25 15:22,25-1399,BC-111,3/26/25 15:19,9/5/25 15:31,A,2025-03-26 15:22:00,2025-03-26 15:19:00,28
2025109789,E171,3/26/25 15:23,25-1398,E-171,3/26/25 15:20,9/5/25 15:26,A,2025-03-26 15:23:00,2025-03-26 15:20:00,29
2025109877,"E171, LDR175",3/26/25 15:57,25-1400,nan,3/26/25 15:52,9/5/25 15:55,A,2025-03-26 15:57:00,2025-03-26 15:52:00,30
2025110087,LDR175,3/26/25 18:02,25-1401,nan,3/26/25 17:50,9/5/25 18:02,A,2025-03-26 18:02:00,2025-03-26 17:50:00,31
2025110135,LDR175,3/26/25 18:43,25-1402,L-175,3/26/25 18:40,9/5/25 18:52,A,2025-03-26 18:43:00,2025-03-26 18:40:00,32
2025110173,E171,3/26/25 19:17,25-1403,E-171,3/26/25 19:17,9/5/25 19:40,A,2025-03-26 19:17:00,2025-03-26 19:17:00,33
2025110480,LDR175,3/27/25 4:02,25-1404,L-175,3/27/25 4:01,9/5/25 4:27,A,2025-03-27 04:02:00,2025-03-27 04:01:00,34
2025110520,LDR175,3/27/25 6:12,25-1405,L-175,3/27/25 6:10,9/5/25 6:35,A,2025-03-27 06:12:00,2025-03-27 06:10:00,35
2025110528,LDR175,3/27/25 6:43,25-1406,L-175,3/27/25 6:41,9/5/25 6:41,A,2025-03-27 06:43:00,2025-03-27 06:41:00,36
2025110674,LDR175,3/27/25 9:08,25-1408,nan,3/27/25 9:07,9/5/25 9:08,A,2025-03-27 09:08:00,2025-03-27 09:07:00,37
2025110893,C102,3/27/25 11:18,25-1411,C-102,3/27/25 11:17,9/5/25 11:45,nan,2025-03-27 11:18:00,2025-03-27 11:17:00,38
2025111109,E172,3/27/25 13:57,25-1413,E-172,3/27/25 13:55,9/5/25 14:08,A,2025-03-27 13:57:00,2025-03-27 13:55:00,39
2025111193,"E171, E172",3/27/25 14:57,25-1415,E-171,3/27/25 14:53,9/5/25 15:03,A,2025-03-27 14:57:00,2025-03-27 14:53:00,40
2025111221,E172,3/27/25 15:08,25-1416,E-172,3/27/25 15:02,9/5/25 15:28,A,2025-03-27 15:08:00,2025-03-27 15:02:00,41
2025111240,E171,3/27/25 15:22,25-1417,E-171,3/27/25 15:13,9/5/25 15:26,A,2025-03-27 15:22:00,2025-03-27 15:13:00,42
2025111271,"BAT111, E171, E172, LDR175",3/27/25 15:38,25-1418,BC-111,3/27/25 15:33,9/5/25 17:27,A,2025-03-27 15:38:00,2025-03-27 15:33:00,43
2025111279,E172,3/27/25 15:38,25-1419,nan,3/27/25 15:37,9/5/25 15:38,A,2025-03-27 15:38:00,2025-03-27 15:37:00,44
2025111425,"BAT111, LDR175",3/27/25 17:08,25-1420,BC-111,3/27/25 17:02,9/5/25 17:11,A,2025-03-27 17:08:00,2025-03-27 17:02:00,45
2025111522,LDR175,3/27/25 18:42,25-1421,nan,3/27/25 18:39,9/5/25 18:43,A,2025-03-27 18:42:00,2025-03-27 18:39:00,46
2025111598,E171,3/27/25 19:52,25-1422,E-171,3/27/25 19:47,9/4/25 20:27,A,2025-03-27 19:52:00,2025-03-27 19:47:00,47
2025111611,LDR175,3/27/25 20:02,25-1423,L-175,3/27/25 20:02,9/4/25 20:31,A,2025-03-27 20:02:00,2025-03-27 20:02:00,48
2025111648,LDR175,3/27/25 20:47,25-1424,L-175,3/27/25 20:44,9/4/25 21:00,A,2025-03-27 20:47:00,2025-03-27 20:44:00,49
2025111925,E172,3/28/25 7:12,25-1425,E-172,3/28/25 7:07,9/5/25 7:23,B,2025-03-28 07:12:00,2025-03-28 07:07:00,50
2025111949,LDR175,3/28/25 7:47,25-1427,L-175,3/28/25 7:45,9/5/25 7:45,nan,2025-03-28 07:47:00,2025-03-28 07:45:00,51
2025111947,E171,3/28/25 7:48,25-1426,L-175,3/28/25 7:43,9/5/25 7:54,B,2025-03-28 07:48:00,2025-03-28 07:43:00,52
2025112391,LDR175,3/28/25 13:42,25-1432,L-175,3/28/25 13:22,9/5/25 14:03,B,2025-03-28 13:42:00,2025-03-28 13:22:00,53
2025112462,LDR175,3/28/25 14:43,25-1434,L-175,3/28/25 14:36,9/5/25 14:54,B,2025-03-28 14:43:00,2025-03-28 14:36:00,54
2025112514,LDR175,3/28/25 15:12,25-1435,L-175,3/28/25 15:10,9/5/25 15:25,B,2025-03-28 15:12:00,2025-03-28 15:10:00,55
2025112563,E171,3/28/25 15:47,25-1436,E-171,3/28/25 15:44,9/5/25 16:02,B,2025-03-28 15:47:00,2025-03-28 15:44:00,56
2025112715,LDR175,3/28/25 17:18,25-1437,L-175,3/28/25 17:17,9/5/25 19:45,B,2025-03-28 17:18:00,2025-03-28 17:17:00,57
2025112798,"BAT111, LDR175",3/28/25 18:07,25-1438,nan,3/28/25 18:07,9/5/25 18:14,B,2025-03-28 18:07:00,2025-03-28 18:07:00,58
2025112909,LDR175,3/28/25 19:48,25-1439,L-175,3/28/25 19:43,9/4/25 20:00,B,2025-03-28 19:48:00,2025-03-28 19:43:00,59
2025113186,E171,3/28/25 23:33,25-1441,E-171,3/28/25 23:26,9/4/25 23:39,B,2025-03-28 23:33:00,2025-03-28 23:26:00,60
2025113314,E171,3/29/25 2:08,25-1442,E-171,3/29/25 2:02,9/5/25 2:19,B,2025-03-29 02:08:00,2025-03-29 02:02:00,61
2025113339,E171,3/29/25 2:58,25-1443,E-171,3/29/25 2:49,9/5/25 3:30,B,2025-03-29 02:58:00,2025-03-29 02:49:00,62
2025113411,"BAT111, LDR175",3/29/25 6:52,25-1444,L-175,3/29/25 6:48,9/5/25 6:59,B,2025-03-29 06:52:00,2025-03-29 06:48:00,63
2025113679,E172,3/29/25 11:53,25-1449,E-172,3/29/25 11:49,9/5/25 11:59,B,2025-03-29 11:53:00,2025-03-29 11:49:00,64
2025113815,LDR175,3/29/25 14:28,25-1452,L-175,3/29/25 14:20,9/5/25 14:29,B,2025-03-29 14:28:00,2025-03-29 14:20:00,65
2025114069,E171,3/29/25 18:38,25-1453,E-171,3/29/25 18:28,9/5/25 19:02,B,2025-03-29 18:38:00,2025-03-29 18:28:00,66
2025114155,LDR175,3/29/25 20:08,25-1454,L-175,3/29/25 20:03,9/4/25 20:06,B,2025-03-29 20:08:00,2025-03-29 20:03:00,67
2025114172,LDR175,3/29/25 20:22,25-1455,L-175,3/29/25 20:19,9/4/25 20:35,B,2025-03-29 20:22:00,2025-03-29 20:19:00,68
2025114213,LDR175,3/29/25 21:02,25-1456,L-175,3/29/25 21:00,9/4/25 21:15,B,2025-03-29 21:02:00,2025-03-29 21:00:00,69
2025114280,"BAT111, LDR175",3/29/25 22:02,25-1457,nan,3/29/25 21:56,9/5/25 10:47,nan,2025-03-29 22:02:00,2025-03-29 21:56:00,70
2025114301,E171,3/29/25 22:18,25-1458,E-171,3/29/25 22:14,9/4/25 22:31,B,2025-03-29 22:18:00,2025-03-29 22:14:00,71
2025114451,LDR175,3/30/25 1:17,25-1459,L-175,3/30/25 1:17,9/5/25 1:28,B,2025-03-30 01:17:00,2025-03-30 01:17:00,72
2025114571,"BAT111, E171, LDR175",3/30/25 6:02,25-1460,L-175,3/30/25 6:00,9/5/25 6:13,B,2025-03-30 06:02:00,2025-03-30 06:00:00,73
2025114591,"BAT111, C108, E171, E172",3/30/25 7:42,25-1461,BC-111,3/30/25 7:39,9/5/25 8:05,C,2025-03-30 07:42:00,2025-03-30 07:39:00,74
2025114826,E171,3/30/25 12:42,25-1463,E-171,3/30/25 12:42,9/5/25 12:45,C,2025-03-30 12:42:00,2025-03-30 12:42:00,75
2025115055,BAT111,3/30/25 16:43,25-1464,nan,3/30/25 16:40,9/5/25 16:50,C,2025-03-30 16:43:00,2025-03-30 16:40:00,76
2025115174,E171,3/30/25 18:47,25-1465,E-171,3/30/25 18:41,9/5/25 19:01,C,2025-03-30 18:47:00,2025-03-30 18:41:00,77
2025115208,LDR175,3/30/25 19:13,25-1466,nan,3/30/25 19:06,9/5/25 19:10,C,2025-03-30 19:13:00,2025-03-30 19:06:00,78
2025115284,LDR175,3/30/25 20:33,25-1467,L-175,3/30/25 20:27,9/4/25 20:57,C,2025-03-30 20:33:00,2025-03-30 20:27:00,79
2025115331,LDR175,3/30/25 21:42,25-1468,L-175,3/30/25 21:38,9/4/25 21:58,C,2025-03-30 21:42:00,2025-03-30 21:38:00,80
2025115424,"E171, LDR175",3/31/25 1:07,25-1469,L-175,3/31/25 1:04,9/5/25 1:12,C,2025-03-31 01:07:00,2025-03-31 01:04:00,81
2025115548,LDR175,3/31/25 3:52,25-1470,nan,3/31/25 3:45,9/5/25 3:58,C,2025-03-31 03:52:00,2025-03-31 03:45:00,82
2025115710,"E171, E172",3/31/25 8:33,25-1472,E-171,3/31/25 8:30,9/5/25 8:40,C,2025-03-31 08:33:00,2025-03-31 08:30:00,83
2025116125,LDR175,3/31/25 12:57,25-1473,L-175,3/31/25 12:52,9/5/25 13:09,C,2025-03-31 12:57:00,2025-03-31 12:52:00,84
2025116212,LDR175,3/31/25 14:02,25-1474,L-175,3/31/25 13:58,9/5/25 14:45,C,2025-03-31 14:02:00,2025-03-31 13:58:00,85
2025116309,"E171, E172",3/31/25 15:08,25-1475,E-171,3/31/25 15:04,9/5/25 15:26,C,2025-03-31 15:08:00,2025-03-31 15:04:00,86
2025116401,LDR175,3/31/25 15:47,25-1476,L-175,3/31/25 15:46,9/5/25 15:55,C,2025-03-31 15:47:00,2025-03-31 15:46:00,87
2025116404,"E171, E172",3/31/25 15:48,25-1477,E-171,3/31/25 15:47,9/5/25 16:17,C,2025-03-31 15:48:00,2025-03-31 15:47:00,88
2025116430,E172,3/31/25 16:03,25-1478,nan,3/31/25 15:43,9/5/25 15:48,C,2025-03-31 16:03:00,2025-03-31 15:43:00,89
2025116448,LDR175,3/31/25 16:12,25-1479,L-175,3/31/25 16:12,9/5/25 16:47,C,2025-03-31 16:12:00,2025-03-31 16:12:00,90
2025116510,E171,3/31/25 16:43,25-1480,E-171,3/31/25 16:41,9/5/25 17:32,C,2025-03-31 16:43:00,2025-03-31 16:41:00,91
2025116539,"E172, LDR175",3/31/25 17:08,25-1481,nan,3/31/25 17:02,9/5/25 17:14,C,2025-03-31 17:08:00,2025-03-31 17:02:00,92
2025116674,LDR175,3/31/25 19:23,25-1482,L-175,3/31/25 19:18,9/5/25 19:39,C,2025-03-31 19:23:00,2025-03-31 19:18:00,93
2025116718,BAT111,3/31/25 20:07,25-1483,nan,3/31/25 20:06,9/4/25 20:17,C,2025-03-31 20:07:00,2025-03-31 20:06:00,94
2025116886,E171,4/1/25 0:02,25-1484,E-171,3/31/25 23:55,9/5/25 0:05,C,2025-04-01 00:02:00,2025-03-31 23:55:00,95
2025116945,E171,4/1/25 3:23,25-1485,E-171,4/1/25 3:17,9/5/25 3:29,C,2025-04-01 03:23:00,2025-04-01 03:17:00,96
2025116994,E171,4/1/25 6:27,25-1486,E-171,4/1/25 6:24,9/5/25 6:43,C,2025-04-01 06:27:00,2025-04-01 06:24:00,97
2025117035,E172,4/1/25 7:37,25-1487,E-172,4/1/25 7:33,9/5/25 8:06,C,2025-04-01 07:37:00,2025-04-01 07:33:00,98
2025117165,"E171, LDR175",4/1/25 9:38,25-1489,L-175,4/1/25 9:31,9/5/25 9:49,A,2025-04-01 09:38:00,2025-04-01 09:31:00,99
2025117242,"E171, E172",4/1/25 10:38,25-1490,E-172,4/1/25 10:35,9/5/25 10:46,A,2025-04-01 10:38:00,2025-04-01 10:35:00,100
2025117278,LDR175,4/1/25 11:02,25-1491,L-175,4/1/25 11:01,9/5/25 11:25,A,2025-04-01 11:02:00,2025-04-01 11:01:00,101
2025117327,E172,4/1/25 11:23,25-1492,E-172,4/1/25 11:19,9/5/25 11:32,A,2025-04-01 11:23:00,2025-04-01 11:19:00,102
2025117375,E172,4/1/25 11:53,25-1493,nan,4/1/25 11:50,9/5/25 11:52,A,2025-04-01 11:53:00,2025-04-01 11:50:00,103
2025117427,E172,4/1/25 12:28,25-1494,E-172,4/1/25 12:24,9/5/25 12:46,A,2025-04-01 12:28:00,2025-04-01 12:24:00,104
2025117564,E171,4/1/25 13:52,25-1495,E-171,4/1/25 13:48,9/5/25 14:10,A,2025-04-01 13:52:00,2025-04-01 13:48:00,105
2025117633,LDR175,4/1/25 14:28,25-1496,nan,4/1/25 14:24,9/5/25 14:31,A,2025-04-01 14:28:00,2025-04-01 14:24:00,106
2025117664,LDR175,4/1/25 14:48,25-1497,L-175,4/1/25 14:44,9/5/25 14:58,A,2025-04-01 14:48:00,2025-04-01 14:44:00,107
2025117683,E172,4/1/25 14:58,25-1499,E-172,4/1/25 14:53,9/5/25 15:14,A,2025-04-01 14:58:00,2025-04-01 14:53:00,108
2025117684,E171,4/1/25 14:58,25-1498,E-171,4/1/25 14:51,9/5/25 14:59,A,2025-04-01 14:58:00,2025-04-01 14:51:00,109
2025117967,E172,4/1/25 18:07,25-1500,E-172,4/1/25 18:02,9/5/25 18:09,A,2025-04-01 18:07:00,2025-04-01 18:02:00,110
2025118019,E172,4/1/25 18:33,25-1501,E-172,4/1/25 18:28,9/5/25 18:48,A,2025-04-01 18:33:00,2025-04-01 18:28:00,111
2025118105,E171,4/1/25 19:53,25-1502,E-171,4/1/25 19:51,9/5/25 19:58,A,2025-04-01 19:53:00,2025-04-01 19:51:00,112
2025118136,E171,4/1/25 20:22,25-1504,E-171,4/1/25 20:16,9/4/25 20:32,A,2025-04-01 20:22:00,2025-04-01 20:16:00,113
2025118128,LDR175,4/1/25 20:22,25-1503,L-175,4/1/25 20:14,9/4/25 20:45,A,2025-04-01 20:22:00,2025-04-01 20:14:00,114
2025118367,E171,4/2/25 1:23,25-1505,E-171,4/2/25 1:20,9/5/25 1:39,A,2025-04-02 01:23:00,2025-04-02 01:20:00,115
2025118433,E171,4/2/25 5:03,25-1506,E-171,4/2/25 5:00,9/5/25 5:31,A,2025-04-02 05:03:00,2025-04-02 05:00:00,116
2025118554,LDR175,4/2/25 8:08,25-1507,L-175,4/2/25 8:02,9/5/25 8:27,A,2025-04-02 08:08:00,2025-04-02 08:02:00,117
2025118614,"E171, LDR175",4/2/25 9:02,25-1508,L-175,4/2/25 8:58,9/5/25 9:13,A,2025-04-02 09:02:00,2025-04-02 08:58:00,118
2025118695,E171,4/2/25 10:13,25-1509,nan,4/2/25 10:10,9/5/25 10:23,A,2025-04-02 10:13:00,2025-04-02 10:10:00,119
2025118726,E172,4/2/25 10:38,25-1510,E-172,4/2/25 10:33,9/5/25 10:55,A,2025-04-02 10:38:00,2025-04-02 10:33:00,120
2025118766,"BAT111, E172, LDR175",4/2/25 11:02,25-1511,BC-111,4/2/25 10:57,9/5/25 11:09,A,2025-04-02 11:02:00,2025-04-02 10:57:00,121
2025118827,LDR175,4/2/25 11:33,25-1512,L-175,4/2/25 11:28,9/5/25 11:44,A,2025-04-02 11:33:00,2025-04-02 11:28:00,122
2025118874,E172,4/2/25 12:08,25-1513,E-172,4/2/25 12:04,9/5/25 12:26,A,2025-04-02 12:08:00,2025-04-02 12:04:00,123
2025119059,E171,4/2/25 13:52,25-1514,E-171,4/2/25 13:50,9/5/25 14:13,A,2025-04-02 13:52:00,2025-04-02 13:50:00,124
2025119344,"BAT111, E171, E172",4/2/25 17:03,25-1515,BC-111,4/2/25 16:59,9/5/25 17:04,A,2025-04-02 17:03:00,2025-04-02 16:59:00,125
2025119551,"BAT111, E171, LDR175",4/2/25 20:17,25-1516,E-171,4/2/25 20:14,9/4/25 20:25,A,2025-04-02 20:17:00,2025-04-02 20:14:00,126
2025119921,E171,4/3/25 7:03,25-1517,E-171,4/3/25 6:57,9/5/25 7:15,B,2025-04-03 07:03:00,2025-04-03 06:57:00,127
2025120146,"E171, LDR175",4/3/25 10:08,25-1518,E-171,4/3/25 10:00,9/5/25 10:18,B,2025-04-03 10:08:00,2025-04-03 10:00:00,128
2025120263,E172,4/3/25 11:13,25-1519,nan,4/3/25 11:08,9/5/25 11:11,B,2025-04-03 11:13:00,2025-04-03 11:08:00,129
2025120272,LDR175,4/3/25 11:18,25-1520,L-175,4/3/25 11:14,9/5/25 11:39,B,2025-04-03 11:18:00,2025-04-03 11:14:00,130
2025120330,BAT111,4/3/25 11:58,25-1521,nan,4/3/25 11:52,9/5/25 11:54,B,2025-04-03 11:58:00,2025-04-03 11:52:00,131
2025120367,E171,4/3/25 13:16,25-1522,E-171,4/3/25 12:17,9/5/25 12:26,B,2025-04-03 13:16:00,2025-04-03 12:17:00,132
2025120498,E172,4/3/25 13:43,25-1523,E-172,4/3/25 13:42,9/5/25 14:08,B,2025-04-03 13:43:00,2025-04-03 13:42:00,133
2025120662,E171,4/3/25 15:18,25-1524,E-171,4/3/25 15:12,9/5/25 15:26,B,2025-04-03 15:18:00,2025-04-03 15:12:00,134
2025120795,LDR175,4/3/25 16:57,25-1526,L-175,4/3/25 16:54,9/5/25 17:10,B,2025-04-03 16:57:00,2025-04-03 16:54:00,135
2025121033,E171,4/3/25 19:53,25-1527,E-171,4/3/25 19:52,9/4/25 20:09,B,2025-04-03 19:53:00,2025-04-03 19:52:00,136
2025121038,LDR175,4/3/25 20:03,25-1528,L-175,4/3/25 19:56,9/4/25 20:14,B,2025-04-03 20:03:00,2025-04-03 19:56:00,137
2025121149,E172,4/3/25 21:22,25-1530,E-172,4/3/25 21:18,9/4/25 21:58,B,2025-04-03 21:22:00,2025-04-03 21:18:00,138
2025121148,LDR175,4/3/25 21:28,25-1529,L-175,4/3/25 21:21,9/4/25 21:38,B,2025-04-03 21:28:00,2025-04-03 21:21:00,139
2025121160,"BAT111, E171",4/3/25 21:33,25-1531,E-171,4/3/25 21:28,9/4/25 21:53,B,2025-04-03 21:33:00,2025-04-03 21:28:00,140
2025121368,LDR175,4/4/25 1:44,25-1532,nan,4/4/25 1:36,9/5/25 1:43,B,2025-04-04 01:44:00,2025-04-04 01:36:00,141
2025121456,LDR175,4/4/25 5:38,25-1533,nan,4/4/25 5:24,9/5/25 5:33,B,2025-04-04 05:38:00,2025-04-04 05:24:00,142
2025121573,"BAT111, LDR175",4/4/25 8:49,25-1534,L-175,4/4/25 8:45,9/5/25 9:02,B,2025-04-04 08:49:00,2025-04-04 08:45:00,143
2025121657,LDR175,4/4/25 9:39,25-1536,nan,4/4/25 9:34,9/5/25 9:38,B,2025-04-04 09:39:00,2025-04-04 09:34:00,144
2025121655,"BAT111, LDR175",4/4/25 9:44,25-1535,L-175,4/4/25 9:36,9/5/25 9:50,B,2025-04-04 09:44:00,2025-04-04 09:36:00,145
2025121689,E172,4/4/25 10:04,25-1537,E-172,4/4/25 9:58,9/5/25 10:14,B,2025-04-04 10:04:00,2025-04-04 09:58:00,146
2025121704,LDR175,4/4/25 10:14,25-1538,L-175,4/4/25 10:09,9/5/25 10:23,B,2025-04-04 10:14:00,2025-04-04 10:09:00,147
2025121779,"BAT111, LDR175",4/4/25 11:04,25-1539,L-175,4/4/25 11:01,9/5/25 12:28,B,2025-04-04 11:04:00,2025-04-04 11:01:00,148
2025121859,E172,4/4/25 12:04,25-1540,E-172,4/4/25 12:00,9/5/25 12:19,B,2025-04-04 12:04:00,2025-04-04 12:00:00,149
2025121914,E172,4/4/25 12:38,25-1541,nan,4/4/25 12:33,9/5/25 12:48,B,2025-04-04 12:38:00,2025-04-04 12:33:00,150
2025121934,E172,4/4/25 12:53,25-1542,nan,4/4/25 12:50,9/5/25 12:52,B,2025-04-04 12:53:00,2025-04-04 12:50:00,151
2025122112,LDR175,4/4/25 14:49,25-1543,nan,4/4/25 14:43,9/5/25 14:48,B,2025-04-04 14:49:00,2025-04-04 14:43:00,152
2025122206,E171,4/4/25 15:39,25-1544,nan,4/4/25 15:29,9/5/25 15:32,B,2025-04-04 15:39:00,2025-04-04 15:29:00,153
2025122248,"BAT111, E171, E172, LDR175",4/4/25 15:59,25-1545,L-175,4/4/25 15:54,9/5/25 16:20,B,2025-04-04 15:59:00,2025-04-04 15:54:00,154
2025122288,"E171, LDR175",4/4/25 16:28,25-1546,L-175,4/4/25 16:24,9/5/25 16:31,B,2025-04-04 16:28:00,2025-04-04 16:24:00,155
2025122541,E172,4/4/25 19:44,25-1547,E-172,4/4/25 19:41,9/4/25 20:09,B,2025-04-04 19:44:00,2025-04-04 19:41:00,156
2025122682,"BAT111, E171, LDR175",4/4/25 22:04,25-1548,L-175,4/4/25 22:00,9/4/25 22:15,B,2025-04-04 22:04:00,2025-04-04 22:00:00,157
2025122697,"BAT111, E171, E172, LDR175",4/4/25 22:18,25-1549,L-175,4/4/25 22:11,9/4/25 22:24,B,2025-04-04 22:18:00,2025-04-04 22:11:00,158
2025122737,"BAT111, E171, LDR175",4/4/25 22:53,25-1550,L-175,4/4/25 22:48,9/4/25 23:00,B,2025-04-04 22:53:00,2025-04-04 22:48:00,159
2025122890,"E171, LDR175",4/5/25 2:44,25-1551,L-175,4/5/25 2:40,9/5/25 3:03,B,2025-04-05 02:44:00,2025-04-05 02:40:00,160
2025123208,E171,4/5/25 12:44,25-1552,nan,4/5/25 12:38,9/5/25 12:46,C,2025-04-05 12:44:00,2025-04-05 12:38:00,161
2025123225,E172,4/5/25 12:53,25-1553,nan,4/5/25 12:51,9/5/25 12:56,C,2025-04-05 12:53:00,2025-04-05 12:51:00,162
2025123229,E172,4/5/25 12:58,25-1555,E-172,4/5/25 12:54,9/5/25 13:30,C,2025-04-05 12:58:00,2025-04-05 12:54:00,163
2025123227,E171,4/5/25 12:59,25-1554,E-171,4/5/25 12:54,9/5/25 13:11,C,2025-04-05 12:59:00,2025-04-05 12:54:00,164
2025123331,"BAT111, E171, LDR175",4/5/25 14:39,25-1556,nan,4/5/25 14:34,9/5/25 14:42,C,2025-04-05 14:39:00,2025-04-05 14:34:00,165
2025123474,E171,4/5/25 17:13,25-1557,E-171,4/5/25 17:06,9/5/25 17:27,C,2025-04-05 17:13:00,2025-04-05 17:06:00,166
2025123557,E171,4/5/25 18:59,25-1558,E-171,4/5/25 18:50,9/5/25 19:08,C,2025-04-05 18:59:00,2025-04-05 18:50:00,167
2025123590,LDR175,4/5/25 19:39,25-1559,L-175,4/5/25 19:33,9/5/25 19:46,C,2025-04-05 19:39:00,2025-04-05 19:33:00,168
2025123610,"BAT111, E171, LDR175",4/5/25 19:49,25-1560,nan,4/5/25 19:43,9/5/25 19:53,C,2025-04-05 19:49:00,2025-04-05 19:43:00,169
2025123621,BAT111,4/5/25 19:58,25-1561,nan,4/5/25 19:56,9/4/25 20:10,C,2025-04-05 19:58:00,2025-04-05 19:56:00,170
2025123624,LDR175,4/5/25 20:04,25-1562,L-175,4/5/25 19:57,9/4/25 20:03,C,2025-04-05 20:04:00,2025-04-05 19:57:00,171
2025123740,"E171, E172",4/5/25 21:54,25-1563,nan,4/5/25 21:47,9/4/25 21:49,C,2025-04-05 21:54:00,2025-04-05 21:47:00,172
